"id","climateId","availableNitrogen","pctSand","soilDepth"
286,734,51,29.1,52.9000015258789
287,734,51,40.9,56.7000007629395
288,734,51,41.7,45.7200012207031
289,734,52,28.1,92.8099975585938
290,734,52,29.1,52.9000015258789
291,734,52,40.9,56.7000007629395
292,734,53,28.1,92.8099975585938
293,734,53,29.1,52.9000015258789
294,734,53,40.9,56.7000007629395
295,734,54,28.1,92.8099975585938
296,734,54,40.9,56.7000007629395
297,735,48,40.9,56.7000007629395
298,735,48,41.7,45.7200012207031
299,735,49,40.9,56.7000007629395
300,735,49,41.7,45.7200012207031
301,735,50,40.9,56.7000007629395
302,735,50,41.7,45.7200012207031
303,736,47,41.7,45.7200012207031
304,736,48,40.9,56.7000007629395
305,736,48,41.7,45.7200012207031
306,817,51,35.6,116.580001831055
307,818,47,53.2,26.7199993133545
308,818,48,31.7,28.5200004577637
309,818,48,53.2,26.7199993133545
310,818,49,31.7,28.5200004577637
311,818,49,53.2,26.7199993133545
312,818,50,31.7,28.5200004577637
313,818,50,53.2,26.7199993133545
314,818,51,31.7,28.5200004577637
315,818,51,35.6,116.580001831055
316,818,51,53.2,26.7199993133545
317,818,52,31.7,28.5200004577637
318,818,52,35.6,116.580001831055
319,818,52,53.2,26.7199993133545
320,818,53,35.6,116.580001831055
321,818,53,53.2,26.7199993133545
322,818,54,35.6,116.580001831055
323,818,54,53.2,26.7199993133545
324,818,55,35.6,116.580001831055
325,818,55,53.2,26.7199993133545
326,818,56,35.6,116.580001831055
327,818,56,53.2,26.7199993133545
328,819,46,31.7,28.5200004577637
329,819,46,53.2,26.7199993133545
330,819,47,28.1,92.8099975585938
331,819,47,31.7,28.5200004577637
332,819,47,53.2,26.7199993133545
333,819,48,28.1,92.8099975585938
334,819,48,31.7,28.5200004577637
335,819,49,28.1,92.8099975585938
336,819,49,31.7,28.5200004577637
337,819,50,28.1,92.8099975585938
338,819,50,31.7,28.5200004577637
339,819,50,53.2,26.7199993133545
340,819,51,28.1,92.8099975585938
341,819,51,31.7,28.5200004577637
342,819,51,53.2,26.7199993133545
343,819,52,28.1,92.8099975585938
344,819,52,31.7,28.5200004577637
345,819,52,53.2,26.7199993133545
346,819,53,28.1,92.8099975585938
347,819,53,31.7,28.5200004577637
348,819,53,53.2,26.7199993133545
349,819,54,28.1,92.8099975585938
350,819,54,31.7,28.5200004577637
351,819,55,28.1,92.8099975585938
352,819,55,31.7,28.5200004577637
353,820,50,28.1,92.8099975585938
354,820,51,28.1,92.8099975585938
355,820,52,28.1,92.8099975585938
356,820,52,31.7,28.5200004577637
357,820,53,28.1,92.8099975585938
358,820,53,31.7,28.5200004577637
359,820,54,28.1,92.8099975585938
360,820,54,31.7,28.5200004577637
361,820,55,28.1,92.8099975585938
362,820,55,31.7,28.5200004577637
363,820,56,28.1,92.8099975585938
364,820,56,31.7,28.5200004577637
365,820,57,28.1,92.8099975585938
366,820,57,31.7,28.5200004577637
367,820,58,28.1,92.8099975585938
368,820,58,31.7,28.5200004577637
369,820,59,28.1,92.8099975585938
370,820,59,31.7,28.5200004577637
371,821,50,41.7,45.7200012207031
372,821,51,41.7,45.7200012207031
373,821,52,40.9,56.7000007629395
374,821,52,41.7,45.7200012207031
375,821,53,40.9,56.7000007629395
376,821,53,54.8,27.6499996185303
377,821,54,28.1,92.8099975585938
378,821,54,40.9,56.7000007629395
379,821,54,54.8,27.6499996185303
380,821,55,28.1,92.8099975585938
381,821,55,40.9,56.7000007629395
382,821,55,54.8,27.6499996185303
383,821,56,28.1,92.8099975585938
384,821,56,40.9,56.7000007629395
385,821,56,54.8,27.6499996185303
386,822,49,41.7,45.7200012207031
387,822,50,40.9,56.7000007629395
388,822,50,41.7,45.7200012207031
389,822,51,40.9,56.7000007629395
390,822,51,41.7,45.7200012207031
391,822,52,40.9,56.7000007629395
392,822,52,41.7,45.7200012207031
393,822,53,40.9,56.7000007629395
394,822,53,41.7,45.7200012207031
395,822,54,40.9,56.7000007629395
396,822,55,40.9,56.7000007629395
397,822,56,40.9,56.7000007629395
398,823,48,41.7,45.7200012207031
399,823,49,41.7,45.7200012207031
400,823,50,41.7,45.7200012207031
401,823,51,40.9,56.7000007629395
402,823,51,41.7,45.7200012207031
403,823,52,40.9,56.7000007629395
404,823,52,41.7,45.7200012207031
405,823,53,40.9,56.7000007629395
406,823,53,41.7,45.7200012207031
407,823,54,40.9,56.7000007629395
408,823,54,41.7,45.7200012207031
409,823,55,40.9,56.7000007629395
410,823,55,41.7,45.7200012207031
411,823,56,40.9,56.7000007629395
412,823,56,41.7,45.7200012207031
413,824,49,41.7,45.7200012207031
414,824,50,41.7,45.7200012207031
415,824,51,41.7,45.7200012207031
416,904,47,53.2,26.7199993133545
417,904,48,35.6,116.580001831055
418,904,48,53.2,26.7199993133545
419,904,49,53.2,26.7199993133545
420,904,50,53.2,26.7199993133545
421,904,51,35.6,116.580001831055
422,904,51,53.2,26.7199993133545
423,905,47,53.2,26.7199993133545
424,905,48,53.2,26.7199993133545
425,905,49,53.2,26.7199993133545
426,905,50,53.2,26.7199993133545
427,905,51,35.6,116.580001831055
428,905,51,53.2,26.7199993133545
429,905,52,53.2,26.7199993133545
430,905,53,35.6,116.580001831055
431,905,53,53.2,26.7199993133545
432,905,54,35.6,116.580001831055
433,905,54,53.2,26.7199993133545
434,905,55,35.6,116.580001831055
435,905,55,53.2,26.7199993133545
436,905,56,35.6,116.580001831055
437,905,56,53.2,26.7199993133545
438,906,45,28.1,92.8099975585938
439,906,45,31.7,28.5200004577637
440,906,46,28.1,92.8099975585938
441,906,46,31.7,28.5200004577637
442,906,46,53.2,26.7199993133545
443,906,47,31.7,28.5200004577637
444,906,47,53.2,26.7199993133545
445,906,48,31.7,28.5200004577637
446,906,48,53.2,26.7199993133545
447,906,49,31.7,28.5200004577637
448,906,49,53.2,26.7199993133545
449,906,50,31.7,28.5200004577637
450,906,50,53.2,26.7199993133545
451,906,51,31.7,28.5200004577637
452,906,51,53.2,26.7199993133545
453,906,52,31.7,28.5200004577637
454,906,52,53.2,26.7199993133545
455,906,53,53.2,26.7199993133545
456,906,54,53.2,26.7199993133545
457,906,55,53.2,26.7199993133545
458,907,45,28.1,92.8099975585938
459,907,46,28.1,92.8099975585938
460,907,46,31.7,28.5200004577637
461,907,47,28.1,92.8099975585938
462,907,47,31.7,28.5200004577637
463,907,48,28.1,92.8099975585938
464,907,48,31.7,28.5200004577637
465,907,49,28.1,92.8099975585938
466,907,49,31.7,28.5200004577637
467,907,50,28.1,92.8099975585938
468,907,50,31.7,28.5200004577637
469,907,51,28.1,92.8099975585938
470,907,51,31.7,28.5200004577637
471,907,52,28.1,92.8099975585938
472,907,52,31.7,28.5200004577637
473,907,53,28.1,92.8099975585938
474,907,53,31.7,28.5200004577637
475,907,53,41.7,72.9800033569336
476,907,54,28.1,92.8099975585938
477,907,54,31.7,28.5200004577637
478,907,54,41.7,72.9800033569336
479,907,55,28.1,92.8099975585938
480,907,55,31.7,28.5200004577637
481,907,55,41.7,72.9800033569336
482,907,56,28.1,92.8099975585938
483,907,57,28.1,92.8099975585938
484,908,48,40.9,56.7000007629395
485,908,49,40.9,56.7000007629395
486,908,50,40.9,56.7000007629395
487,908,50,54.8,27.6499996185303
488,908,51,40.9,56.7000007629395
489,908,51,54.8,27.6499996185303
490,908,52,40.9,56.7000007629395
491,908,52,54.8,27.6499996185303
492,908,53,28.1,92.8099975585938
493,908,53,40.9,56.7000007629395
494,908,53,54.8,27.6499996185303
495,908,54,28.1,92.8099975585938
496,908,54,40.9,56.7000007629395
497,908,54,54.8,27.6499996185303
498,908,55,28.1,92.8099975585938
499,908,55,54.8,27.6499996185303
500,909,45,40.9,56.7000007629395
501,909,45,54.8,27.6499996185303
502,909,46,40.9,56.7000007629395
503,909,46,54.8,27.6499996185303
504,909,47,40.9,56.7000007629395
505,909,47,54.8,27.6499996185303
506,909,48,40.9,56.7000007629395
507,909,48,54.8,27.6499996185303
508,909,49,40.9,56.7000007629395
509,909,49,54.8,27.6499996185303
510,909,50,40.9,56.7000007629395
511,909,51,40.9,56.7000007629395
512,909,52,40.9,56.7000007629395
513,909,53,40.9,56.7000007629395
514,909,54,40.9,56.7000007629395
515,909,55,40.9,56.7000007629395
516,909,56,40.9,56.7000007629395
517,910,45,54.8,27.6499996185303
518,910,46,41.7,45.7200012207031
519,910,46,54.8,27.6499996185303
520,910,47,41.7,45.7200012207031
521,910,47,54.8,27.6499996185303
522,910,48,41.7,45.7200012207031
523,910,48,54.8,27.6499996185303
524,910,49,40.9,56.7000007629395
525,910,49,41.7,45.7200012207031
526,910,49,54.8,27.6499996185303
527,910,50,40.9,56.7000007629395
528,910,50,41.7,45.7200012207031
529,910,51,40.9,56.7000007629395
530,910,51,41.7,45.7200012207031
531,910,52,40.9,56.7000007629395
532,910,52,41.7,45.7200012207031
533,910,53,40.9,56.7000007629395
534,910,53,41.7,45.7200012207031
535,910,54,40.9,56.7000007629395
536,910,54,41.7,45.7200012207031
537,910,55,40.9,56.7000007629395
538,910,55,41.7,45.7200012207031
539,910,56,40.9,56.7000007629395
540,910,56,41.7,45.7200012207031
541,911,46,41.7,45.7200012207031
542,911,47,41.7,45.7200012207031
543,911,48,41.7,45.7200012207031
544,911,49,41.7,45.7200012207031
545,911,50,41.7,45.7200012207031
546,911,51,41.7,45.7200012207031
547,911,52,41.7,45.7200012207031
548,964,56,38.3,50.2599983215332
549,965,56,38.3,50.2599983215332
550,965,56,49.3,51.0699996948242
551,966,43,38.3,50.2599983215332
552,966,43,49.3,51.0699996948242
553,966,43,56.1,114.099998474121
554,966,44,38.3,50.2599983215332
555,966,44,49.3,51.0699996948242
556,966,45,38.3,50.2599983215332
557,966,45,49.3,51.0699996948242
558,967,43,38.3,50.2599983215332
559,967,43,49.3,51.0699996948242
560,967,44,38.3,50.2599983215332
561,967,44,40.8,45.0400009155273
562,967,44,49.3,51.0699996948242
563,967,45,38.3,50.2599983215332
564,967,45,40.8,45.0400009155273
565,967,46,38.3,50.2599983215332
566,968,43,40.8,45.0400009155273
567,968,43,49.3,51.0699996948242
568,968,45,38.3,50.2599983215332
569,968,45,40.8,45.0400009155273
570,992,45,53.2,26.7199993133545
571,992,46,28.1,92.8099975585938
572,992,46,53.2,26.7199993133545
573,992,47,28.1,92.8099975585938
574,992,47,53.2,26.7199993133545
575,992,48,53.2,26.7199993133545
576,993,44,28.1,92.8099975585938
577,993,44,31.7,28.5200004577637
578,993,45,28.1,92.8099975585938
579,993,45,31.7,28.5200004577637
580,993,46,28.1,92.8099975585938
581,993,46,31.7,28.5200004577637
582,993,46,53.2,26.7199993133545
583,993,47,28.1,92.8099975585938
584,993,47,53.2,26.7199993133545
585,994,45,28.1,92.8099975585938
586,994,46,28.1,92.8099975585938
587,994,47,28.1,92.8099975585938
588,994,48,28.1,92.8099975585938
589,994,49,28.1,92.8099975585938
590,994,50,28.1,92.8099975585938
591,994,51,28.1,92.8099975585938
592,995,49,40.9,56.7000007629395
593,995,50,40.9,56.7000007629395
594,995,51,40.9,56.7000007629395
595,996,45,40.9,56.7000007629395
596,996,45,54.8,27.6499996185303
597,996,46,40.9,56.7000007629395
598,996,46,54.8,27.6499996185303
599,996,47,40.9,56.7000007629395
600,996,47,54.8,27.6499996185303
601,996,48,40.9,56.7000007629395
602,996,48,54.8,27.6499996185303
603,996,49,40.9,56.7000007629395
604,996,49,54.8,27.6499996185303
605,997,45,54.8,27.6499996185303
606,997,46,40.9,56.7000007629395
607,997,46,41.7,45.7200012207031
608,997,46,54.8,27.6499996185303
609,997,47,40.9,56.7000007629395
610,997,47,41.7,45.7200012207031
611,997,47,54.8,27.6499996185303
612,997,48,41.7,45.7200012207031
613,997,48,54.8,27.6499996185303
614,998,46,41.7,45.7200012207031
615,998,47,41.7,45.7200012207031
616,998,48,41.7,45.7200012207031
617,998,48,54.8,27.6499996185303
618,998,49,41.7,45.7200012207031
619,998,49,54.8,27.6499996185303
620,1051,47,38.3,50.2599983215332
621,1051,47,51.4,91.7200012207031
622,1051,48,51.4,91.7200012207031
623,1051,49,38.3,50.2599983215332
624,1051,50,38.3,50.2599983215332
625,1051,50,51.4,91.7200012207031
626,1051,51,38.3,50.2599983215332
627,1051,51,51.4,91.7200012207031
628,1051,52,51.4,91.7200012207031
629,1051,54,38.3,50.2599983215332
630,1051,55,38.3,50.2599983215332
631,1051,55,51.4,91.7200012207031
632,1051,56,38.3,50.2599983215332
633,1051,57,38.3,50.2599983215332
634,1051,57,51.4,91.7200012207031
635,1052,43,49.3,51.0699996948242
636,1052,44,38.3,50.2599983215332
637,1052,44,49.3,51.0699996948242
638,1052,45,38.3,50.2599983215332
639,1052,45,49.3,51.0699996948242
640,1052,46,38.3,50.2599983215332
641,1052,47,38.3,50.2599983215332
642,1052,48,38.3,50.2599983215332
643,1052,49,38.3,50.2599983215332
644,1052,50,38.3,50.2599983215332
645,1052,51,38.3,50.2599983215332
646,1052,52,38.3,50.2599983215332
647,1052,53,38.3,50.2599983215332
648,1052,54,38.3,50.2599983215332
649,1052,55,38.3,50.2599983215332
650,1052,56,38.3,50.2599983215332
651,1052,57,38.3,50.2599983215332
652,1053,43,49.3,51.0699996948242
653,1053,44,38.3,50.2599983215332
654,1053,44,49.3,51.0699996948242
655,1053,45,38.3,50.2599983215332
656,1053,45,49.3,51.0699996948242
657,1053,46,38.3,50.2599983215332
658,1053,46,49.3,51.0699996948242
659,1053,47,38.3,50.2599983215332
660,1053,47,61.4,41.9000015258789
661,1053,48,38.3,50.2599983215332
662,1053,48,61.4,41.9000015258789
663,1053,49,38.3,50.2599983215332
664,1053,50,38.3,50.2599983215332
665,1054,45,38.3,50.2599983215332
666,1054,46,38.3,50.2599983215332
667,1054,46,40.8,45.0400009155273
668,1054,46,49.3,51.0699996948242
669,1054,47,38.3,50.2599983215332
670,1054,47,40.8,45.0400009155273
671,1054,47,49.3,51.0699996948242
672,1054,47,61.4,41.9000015258789
673,1054,48,38.3,50.2599983215332
674,1054,48,61.4,41.9000015258789
675,1055,45,38.3,50.2599983215332
676,1055,45,40.8,45.0400009155273
677,1055,46,38.3,50.2599983215332
678,1055,46,40.8,45.0400009155273
679,1055,46,49.3,51.0699996948242
680,1055,47,40.8,45.0400009155273
681,1055,47,49.3,51.0699996948242
682,1055,48,40.8,45.0400009155273
683,1056,46,40.8,45.0400009155273
684,1056,47,40.8,45.0400009155273
685,1056,48,40.8,45.0400009155273
686,1056,49,40.8,45.0400009155273
687,1056,50,40.8,45.0400009155273
688,1057,47,40.8,45.0400009155273
689,1079,44,28.1,92.8099975585938
690,1079,45,28.1,92.8099975585938
691,1079,46,28.1,92.8099975585938
692,1080,45,28.1,92.8099975585938
693,1080,46,28.1,92.8099975585938
694,1082,49,40.9,56.7000007629395
695,1082,50,40.9,56.7000007629395
696,1082,50,41.7,72.9800033569336
697,1083,46,40.9,56.7000007629395
698,1083,47,40.9,56.7000007629395
699,1083,48,40.9,56.7000007629395
700,1083,49,40.9,56.7000007629395
701,1084,45,40.9,56.7000007629395
702,1084,46,40.9,56.7000007629395
703,1084,47,40.9,56.7000007629395
704,1084,47,54.8,27.6499996185303
705,1084,48,40.9,56.7000007629395
706,1084,48,54.8,27.6499996185303
707,1084,49,40.9,56.7000007629395
708,1084,49,54.8,27.6499996185303
709,1085,48,40.9,56.7000007629395
710,1085,48,41.7,45.7200012207031
711,1085,48,54.8,27.6499996185303
712,1085,49,41.7,45.7200012207031
713,1085,49,54.8,27.6499996185303
714,1138,49,61.4,41.9000015258789
715,1138,50,38.3,50.2599983215332
716,1138,50,61.4,41.9000015258789
717,1138,51,38.3,50.2599983215332
718,1138,51,51.4,91.7200012207031
719,1138,51,61.4,41.9000015258789
720,1138,52,38.3,50.2599983215332
721,1138,52,51.4,91.7200012207031
722,1138,53,38.3,50.2599983215332
723,1138,54,38.3,50.2599983215332
724,1138,54,51.4,91.7200012207031
725,1138,55,38.3,50.2599983215332
726,1138,55,51.4,91.7200012207031
727,1138,56,38.3,50.2599983215332
728,1138,57,38.3,50.2599983215332
729,1138,57,51.4,91.7200012207031
730,1138,63,51.4,91.7200012207031
731,1139,47,54.8,27.6499996185303
732,1139,47,61.4,41.9000015258789
733,1139,48,54.8,27.6499996185303
734,1139,48,61.4,41.9000015258789
735,1139,49,61.4,41.9000015258789
736,1139,50,61.4,41.9000015258789
737,1139,51,38.3,50.2599983215332
738,1139,51,61.4,41.9000015258789
739,1139,52,38.3,50.2599983215332
740,1139,52,61.4,41.9000015258789
741,1139,53,38.3,50.2599983215332
742,1139,53,61.4,41.9000015258789
743,1139,54,38.3,50.2599983215332
744,1139,54,61.4,41.9000015258789
745,1139,55,38.3,50.2599983215332
746,1139,55,61.4,41.9000015258789
747,1139,56,38.3,50.2599983215332
748,1139,56,61.4,41.9000015258789
749,1139,57,38.3,50.2599983215332
750,1140,45,54.8,27.6499996185303
751,1140,45,61.4,41.9000015258789
752,1140,46,54.8,27.6499996185303
753,1140,46,61.4,41.9000015258789
754,1140,47,54.8,27.6499996185303
755,1140,47,61.4,41.9000015258789
756,1140,48,54.8,27.6499996185303
757,1140,48,61.4,41.9000015258789
758,1140,49,61.4,41.9000015258789
759,1140,50,61.4,41.9000015258789
760,1140,51,61.4,41.9000015258789
761,1141,44,61.4,41.9000015258789
762,1141,45,38.3,50.2599983215332
763,1141,45,61.4,41.9000015258789
764,1141,46,38.3,50.2599983215332
765,1141,46,61.4,41.9000015258789
766,1141,47,38.3,50.2599983215332
767,1141,47,61.4,41.9000015258789
